TRAVEL_ID,VISIT_AREA_ID,ACTIVITY_TYPE_CD,ACTIVITY_TYPE_SEQ,PAYMENT_NUM,STORE_NM,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC
e_e000709,2305210004,1,0,3,부천시청_공원조성과 자연생태박물관,1,5.9,콘트라베이스라떼;레몬에이드;양파링
e_e000709,2305210004,3,1,3,부천시(부천도시공사),1,2.8,주차비
e_e000710,2305200002,2,0,2,황금축산,1,17.8,돼지
e_e000710,2305200002,2,0,2,황금축산,1,10.9,돼지
e_e000710,2305200002,1,1,2,진어묵,1,6.0,
e_e000710,2305200002,2,3,2,태멘컴퍼니,1,17.0,마룬 자석(소);장작10kg
e_e000710,2305200003,2,1,2,세븐일레븐,1,8.3,바프)나쵸치즈맛바프볼;농심)매운새우깡;빙그레)사이즈업아메리카;빙그레)사이즈업라떼;빙그레)사이즈업돌체라떼
e_e000715,2305200003,2,0,2,에스마켓코리아 시화대리점,1,78.4,
e_e000715,2305200005,1,1,2,커피나는바다,1,6.5,딸기 버블티
e_e000715,2305200006,1,0,2,이베리코흑돼지직화구이,1,72.0,
e_e000715,2305210001,1,0,2,돈까스클럽,1,26.4,
e_e000717,2305200002,2,0,4,21.범계점,1,4.8,(T) 핫도그김밥
e_e000717,2305200003,3,0,4,동원코끼리열차,1,6.0,탑승권구입 개인-어른
e_e000717,2305200004,3,0,4,서울대공원 관리사업소,1,8.0,입장권
e_e000717,2305200007,2,0,4,주식회사 산본가,1,48.0,
e_e000717,2305200007,2,1,4,동일삭도(주)-스카이휴게소,1,10.0,지팡이아이스크림
e_e000717,2305200008,1,0,4,춘천골,1,60.0,닭갈비;모듬사리
e_e000718,2305260004,1,0,1,1080마라탕,1,16.7,소&양고기;TANG마라탕(야채)
e_e000718,2305260005,1,0,1,갤러리아,1,9.0,엑스라지구슬아이스크림
e_e000718,2305270001,1,0,1,한봉석할머니순두부,3,18.0,
e_e000718,2305270003,1,1,1,평지담,1,14.0,
e_e000718,2305270004,1,0,1,주식회사가미우동,3,11.0,
e_e000718,2305270005,1,0,1,엔제리너스,1,8.7,
e_e000733,2305200003,1,0,4,SALON DE ETERNAL JOUNY,1,150.0,치즈빵;에스프레소;아메리카노(HOT);시푸드링귀니파스타;스테이크 버거
e_e000733,2305200003,1,4,4,MCQUEENS CAFE,1,30.0,잣 라떼;미숫가루(ICE);초코 마카롱;블루베리 마카롱;카스텔라 인절미
e_e000733,2305200004,1,0,4,한솥도시락,1,23.1,숯불직화구이 도시락;제육볶음;치킨마요;스팸마요;반찬(묵은지김치찌개)
e_e000733,2305210001,1,0,4,롯데물산주식회사롯데월드몰점,1,74.2,
e_e000734,2305200002,2,0,1,스타필드,1,6.0,과세-다이소
e_e000734,2305200002,2,0,1,CJ올리브영(주),1,9.15,쏘피 유기농 라베르플랑 대형 매가행사;덴티스테 트래블팩(칫솔치약) 매가행사
e_e000734,2305200002,1,1,1,소이연남 스타필드고양점,1,13.0,얌쌀국수
e_e000734,2305210001,3,0,1,서오릉,1,1.0,관람권
e_e000734,2305210003,1,0,1,다슬기전문,1,12.0,
e_e000734,2305220004,1,0,1,베이커리맨카페엘리제,1,18.2,단팥빵;순수리얼생크림빵;딸기타르트;로얄밀크라떼
e_e000734,2305230001,6,0,1,(주)비젠웰빙라이프,1,10.0,
e_e000734,2305230002,1,0,1,스타벅스,3,10.9,T)카페라떼;더촉촉초콜릿C
e_e000737,2305200006,2,0,1,토모루과자점,1,18.3,팡콩파이;만주;핫도그;고산야키 카스테라;추억의 단팥빵
e_e000737,2305210002,1,0,1,소야돈,1,161.0,맥주;생목살;생삼겹살;소주;소한마리
e_e000738,2305200002,1,0,2,현대프리미엄아울렛 송도,1,70.9,텍사스로드하우스
e_e000738,2305200002,2,1,2,현대프리미엄 아울렛,1,330.0,폴로종합관
e_e000738,2305200002,2,4,2,유니클로,1,99.7,AIRISM코튼오버사이즈크루넥T;와이드핏파라슈트팬츠
e_e000738,2305200003,1,0,2,할리스,1,5.0,E R)ICED카페아메리카
e_e000738,2305200003,1,0,2,할리스,1,8.4,R)ICED바닐라딜라이;클래식휘낭시에
e_e000738,2305200004,1,0,2,(주)안스(안스 송도점:02),1,11.2,소금빵;꼬소~한 구운 쑥;치즈마늘바게트
e_e000738,2305200005,1,0,2,송쭈집,1,47.6,
e_e000738,2305210002,1,0,2,밀본가,1,26.0,만두국;만두칼국수;음료
e_e000738,2305210003,1,0,2,에센셜커피스탠드,1,8.0,에센셜라떼
e_e000738,2305210004,2,0,2,성환유통(주) 영종국제도시점,1,4.06,명품순두부;깐대파(국내산);제주무우(국내산)
e_e000738,2305220002,1,0,2,뉴(NEW) 김밥천국,1,8.5,참치마요김밥;소고기김밥
e_e000738,2305220003,1,0,2,컴포즈커피,3,4.5,벨지움생초콜릿라떼(I)
e_e000743,2305230004,1,0,2,이마트24,1,19.3,코카콜라)제로레몬캔;안성탕면봉지;열라면봉지;종가맛김치;웰치포도캔
e_e000745,2305270002,2,1,3,메모리(수원),1,24.0,기념품
e_e000746,2305200002,1,0,2,CU,1,5.0,포카리스웨트
e_e000746,2305200002,1,0,2,동원홈푸드 과천경마공원 상하이점,1,17.0,짜장면(곱)
e_e000746,2305200002,1,0,2,앤티앤스 헷츠런파크서울점,1,6.6,(I)아메리카노
e_e000746,2305200002,3,1,2,한국마사회,1,2.0,렛츠런파크서울 입장권
e_e000746,2305200004,1,0,2,이마트24,1,8.0,참깨라면봉지;즉석라면)종이용기;얼큰한너구리봉지
e_e000747,2305200002,1,0,7,박승관해물손칼국수 진접점,1,83.0,해물+파전세트2인;공기밥;해물손칼국수;수제왕돈까스
e_e000747,2305200003,2,0,7,가평군농협하나로마트 조종점,1,91.65,풀돌얼음;테라(캔);칭따오 리미티드 YEAR 에디션;초코송이;칠성사이다
e_e000747,2305210001,3,1,7,대한불교조계종현등사,1,20.0,
e_e000747,2305210002,1,0,7,원조할머니순두부,1,61.0,
e_e000748,2305200002,3,0,2,외계인친구폴,5,200.0,
e_e000748,2305200003,1,0,2,농담,1,52.0,
e_e000748,2305200005,1,0,2,PVCS,1,10.3,Flatwhite;Americano
e_e000751,2305280004,1,0,3,명동교자,1,32.0,
e_e000751,2305280005,1,0,3,(주)롯데월드 서울스카이,1,13.0,바닐라라떼ICE;카페모카ICE
e_e000751,2305280005,3,1,3,서울스카이,4,15.0,
e_e000751,2305290001,1,0,3,양평해장국,1,40.0,양평해장국
e_e000751,2305290002,1,0,3,로슈아커피,1,22.3,로수수라떼;로슈아라떼(ICE);B(I)아메리카노
e_e000752,2305270003,2,0,1,교보문고,1,31.0,원소가 뭐길래;한입에 쓱싹 편의점 과학
e_e000752,2305270005,1,0,1,주식회사 연남토마,1,14.0,
e_e000752,2305270006,1,1,1,폴 바셋,1,10.6,(T)아이스 카페라떼;(T)룽고
e_e000752,2305270007,1,0,1,이모네,1,16.0,알곱창;맥주
e_e000752,2305270008,1,0,1,공차,1,5.7,망고 스무디L
e_e000752,2305280002,1,0,1,가나안국수,1,9.0,장칼국수
e_e000752,2305280003,1,0,1,오눈오네,1,4.0,아메리카노H
e_e000752,2305280004,1,0,1,하이청양꼬치&훠궈,1,30.0,하이청 양꼬치
e_e000752,2305280005,1,0,1,누구나홀딱반한닭 주엽역점,3,31.0,
e_e000752,2305290002,1,0,1,리베르떼,1,6.0,과테말라(ICE)
e_e000760,2305200002,3,0,4,여주자전거여행,5,6.0,
e_e000760,2305200003,1,0,4,마약밥상,3,46.0,
e_e000760,2305200004,1,0,4,로프,3,30.5,
e_e000761,2306030002,1,0,3,(주)두머리,1,8.0,
e_e000761,2306030002,2,1,3,두다,1,6.0,
e_e000761,2306030003,1,0,3,치유의정원수수,1,43.1,(ICE)카페라떼;스무비;대왕모카번;소금빵;과일 몽블랑
e_e000762,2305270002,1,0,1,부타이 5막,1,18.0,항정살추가;제로콜라;마제소바(기본)
e_e000762,2305270003,2,0,1,모던하우스,1,38.7,WOW에브리데이 슬리퍼 민트 브라운;에브리데이 쿠션_블루
e_e000762,2305270003,1,2,1,스타벅스,3,5.5,I-V)아메리카노
e_e000762,2305270004,1,0,1,황금어장,1,80.0,
e_e000762,2305280002,1,1,1,밀키샵,1,7.7,우유;바닐라우유
e_e000762,2305280003,1,0,1,동춘사골순대국,1,11.0,
e_e000762,2305280004,1,1,1,케이슨24 송도점,1,5.0,E 아메리카노
e_e000765,2305210002,3,2,3,제부도해상케이블카,1,49.0,탑승권구입
e_e000765,2305210003,1,0,3,푸디스트(주)  제부도해상케이블카 푸드코트,1,14.0,꼬마김밥;어묵국수
e_e000765,2305210003,2,1,3,관광지포토서비스,1,5.0,사진
e_e000765,2305210005,1,0,3,수원소갈비해장국,1,10.0,
e_e000767,2305270005,1,0,1,자연애,1,11.0,곤드레밥+된장찌개
e_e000767,2305270005,1,2,1,이디야,1,4.2,(L)HOT카페라떼
e_e000767,2305270006,2,0,1,현대아울렛 스페이스원,1,16.6,
e_e000767,2305280002,1,0,1,중국집,1,7.0,
e_e000767,2305280003,2,0,1,주식회사 스타필드 하남,1,76.9,
e_e000768,2306060003,1,0,1,디라운지 해방,1,93.0,lasagna;Beef risotto;구아바그라니따에이드;오렌지에이드
e_e000771,2306020003,1,0,3,시래마루,1,52.0,두루치기
e_e000771,2306030003,1,0,3,선녀와나무꾼,1,42.0,
e_e000771,2306030004,1,0,3,베네치아K'S커피,1,10.6,
e_e000774,2305280002,3,0,7,가평군청,1,21.0,자라섬남도꽃입장권
e_e000774,2305280002,2,1,7,현지 마켓,3,15.0,
e_e000774,2305280003,1,0,7,(주)르봉뺑,1,12.75,마늘스틱(3개);쫀득이피자;쌀시오팡;소보루
e_e000774,2305280003,1,0,7,(주)르봉뺑,1,5.0,연유쌀바게트
e_e000774,2305280004,2,1,7,가평김밥,1,12.0,가평;참치;묵은지
e_e000774,2305290002,1,0,7,카페 2020,1,38.0,아이스티 복숭아;레몬에이드;아메리카노ICE;코코몽;청귤에이드
e_e000782,2305270002,1,0,3,상상돈가스,1,43.0,상상하우스;히레카츠;치즈돈카츠;사이다
e_e000782,2305270002,1,2,3,(주)커피빈코리아 강변테크노마트점,1,17.7,(S)후레쉬방고IB;매화 자스민티;(S)ICE아메리카노
e_e000782,2305270004,1,1,3,CGV 강변,1,14.9,(몸통)즉석구이오징어;칠리치즈나쵸;오렌지에이드
e_e000782,2305270004,1,1,3,CGV,1,5.5,로얄밀크티
e_e000782,2305270004,1,1,3,CGV,1,3.0,셀프탄산
e_e000782,2305270004,1,2,3,다마짱,1,20.5,라볶이;세트메뉴A
e_e000785,2305210003,1,0,5,(주)두머리,1,16.0,
e_e000785,2305210003,3,2,5,두물머리자전거,1,25.0,
e_e000785,2305200002,2,0,5,하나로마트,1,56.19,카스캔;오리온 무뚝뚝감자칩;꿀꽈배기;캐슈넛;참진미
e_e000785,2305200003,3,0,5,(주)미리내,1,22.507,객실_복층[기준4인/최대6인]
e_e000785,2305200003,1,2,5,(주)미리내 골프  클럽,1,17.0,
e_e000785,2305200005,1,0,5,우리한우,1,104.08,한우꽃등심;버섯
e_e000785,2305200005,1,0,5,우리한우,1,61.0,상차림1인;육사시미;간 천엽;후식비냉;된장찌개;공기밥
e_e000785,2305210002,1,0,5,(주)미리내 힐빙 클럽,1,136.0,
e_e000785,2305210004,1,0,5,원조본점닭한마리,1,52.0,닭한마리;칼국수사리
e_e000787,2305210003,1,0,5,시화나래 휴게소,1,4.0,웨스턴핫바
e_e000787,2305210003,1,0,5,시화나래 휴게소,1,5.5,왕콜팝
e_e000787,2305210005,1,0,5,뻘다방,1,34.0,레알망고;버진 피나콜라다;자몽에이드;아메리카노_ICE;샷추가
e_e000787,2305210006,1,0,5,(주)하나컴퍼니호랭이곳간,1,54.0,
e_e000789,2305200002,1,0,4,솔고집 파주야당점,1,81.1,솔고집 삼겹구이;부대찌개;살얼음 생맥주;라면사리;공기밥
e_e000789,2305200003,1,0,4,보드스테이지,1,16.0,코코팜(요구르트);바닐라라떼.i
e_e000789,2305200003,3,2,4,보드스테이지,1,20.0,일반이용요금(초과금액
e_e000789,2305210002,2,0,4,롯데프리미엄아울렛,1,63.8,MLB 여성티셔츠/탑
e_e000789,2305210003,2,0,4,파주프리미엄아울렛,1,61.1,Adidas
e_e000789,2305210003,2,0,4,파주 프리미엄 아울렛,1,49.5,7ABSOO22307 INL 130
e_e000789,2305210003,2,1,4,파주 프리미엄아울렛,1,22.0,남도분식 세트 B
e_e000791,2305200003,1,0,2,토리코,1,46.4,
e_e000791,2305200006,1,0,2,매트그린,1,16.5,아이스 카페라떼;말차 테린느;아이스 말차라떼
e_e000791,2305200008,2,0,2,봉주르,3,4.7,
e_e000791,2305200009,1,0,2,이마트,1,58.04,티니블랑 와인잔;소고기육포;브로켈 말벡;콘차이토로 그란 레세 와인;(TS)달링다운 와규 앞다리
e_e000791,2305210002,1,0,2,해나온 식자재마트,1,19.93,암돼지앞다리(제육용);암돼지앞다리(찌개용);깐대파;청양고추;초당두부;표고버섯
e_e000791,2305210003,1,1,2,울랄라피씨,1,10.0,
e_e000793,2305200004,1,0,2,현대백화점 디큐브시티 한솔냉면,1,20.0,한솔물냉면
e_e000793,2305200004,1,0,2,현대백화점 디큐브시티,1,5.0,앤티앤스프레즐
e_e000793,2305200005,1,0,2,투썸플레이스,1,15.5,우리팥빙수(R);아메리카노(R)
e_e000793,2305200007,6,1,2,GS25,1,5.4,새싹차보리;와우톡톡콜라껌
e_e000794,2305250003,1,3,1,김밥천국 송정점,3,4.0,
e_e000794,2305260003,1,0,1,진주회관,1,15.0,
e_e000794,2305260005,3,1,1,덕수궁,1,1.0,
e_e000801,2305290003,1,0,1,메가커피,1,2.0,(ICE)아메리카노
e_e000801,2305290004,1,0,1,스타필드,1,6.99,트리플비타민 주스
e_e000801,2305290004,2,1,1,스타필드,3,109.0,엄브로
e_e000801,2305290004,3,2,1,스타필드,1,11.5,안마의자
e_e000802,2305290003,1,0,1,(주)63엉클인더키친,1,30.5,미니쌀국수;분짜;수비드등심카츠
e_e000802,2305290003,2,1,1,리틀킹,1,8.9,
e_e000802,2305290003,2,1,1,리틀킹 트리플스트리트점,1,2.0,
e_e000802,2305290003,1,4,1,현대프리미엄아울렛,1,8.6,아메리카노 ICE;카페라떼 ICE
e_e000802,2305290004,3,1,1,(주)코마린송도지점(자전거),1,10.0,대여료
e_e000803,2305210003,3,0,4,주식회사 티몬,1,29.1,광명동굴 입장권
e_e000803,2305210005,1,0,4,로도스 컴퍼니,1,45.9,루꼴라 피자(L);미트 토마토 파스타;해산물 뚝배기 파스타
e_e000803,2305210006,3,0,4,주식회사 광명에디슨뮤지엄,1,54.0,입장권
e_e000804,2305260002,1,0,2,푸드엠파이어,1,27.0,매운양지차돌쌀국수_짜조;클래식왕돈까스_우동세트
e_e000804,2305260004,3,0,2,주식회사 인터파크,1,54.0,관람권
e_e000804,2305260004,3,0,2,,1,39.0,관람권
e_e000804,2305260004,2,1,2,키움_히어로즈샵,1,111.0,홈고급유니폼;홈고급마티33김휘집
e_e000804,2305260005,1,0,2,봉일천장군집,3,68.0,
e_e000804,2305270001,1,0,2,일산칼국수,1,36.0,
e_e000804,2305270002,1,0,2,스타벅스 구로고척점,4,0.0,
e_e000804,2305270003,1,0,2,맥도날드,1,32.2,맥치킨;맥윙 8조각;상하이버거/런치세트;빅맥 BLT/런치
e_e000804,2305270003,3,1,2,고척스카이돔,1,30.0,관람권
e_e000804,2305270003,3,1,2,주식회사 인터파크,1,41.0,입장권
e_e000804,2305270004,1,0,2,공항칼국수,1,46.0,버섯칼국수;볶음밥
e_e000804,2305270005,1,0,2,디스케이프,1,17.5,OLIVE focacciaA;americano(hot);cafe latte(hot)
e_e000804,2305280001,3,0,2,스페이스K 서울,1,8.0,입장권
e_e000804,2305280004,1,0,2,군위영천휴게소,1,25.5,뚝배기김치짜글이정식;제육김치덮밥정식
e_e000805,2305200005,1,0,3,둥근상시골집,1,24.0,
e_e000805,2305200008,1,0,3,설빙,1,21.8,인절미설빙;애플망고치즈설빙
e_e000805,2305210001,3,0,3,포시즌힐링팜(사계절치유농장),1,22.0,입장권
e_e000805,2305210001,3,1,3,포시즌 힐링팜,1,5.0,
e_e000805,2305210002,1,0,3,시앙차이나,1,63.0,
e_e000807,2305200004,1,0,3,카이센동136,1,45.5,
e_e000807,2305200004,2,1,3,CJ올리브영(주)올리브영 관악 타운,1,8.1,비판톨 데이케어 립스틱
e_e000807,2305200005,1,0,3,프롬헤라스 도산점,1,22.8,
e_e000807,2305200006,3,0,3,주식회사 아트쉐어,1,8.0,
e_e000807,2305200007,1,0,3,콩카세,1,175.0,토마토 샐러드;와사비파스타;감자뇨끼;라자냐;웰링턴스테이크
e_e000807,2305200008,2,0,3,포토시그니처(서울숲),1,12.0,
e_e000807,2305200010,2,1,3,누데이크 성수점,1,26.0,PEAK (SMALL) CAKE;CANDLE
e_e000807,2305200011,2,0,3,젤라또팩토리,1,16.8,딸기 빙수
e_e000807,2305200013,2,0,3,그믐족발(성수점),1,46.0,꽈리튀김족발;매우면;주먹밥
e_e000807,2305200013,2,1,3,탐앤탐스,1,9.8,ICE 카페 아메리카노
e_e000807,2305200013,2,2,3,이마트24,1,16.9,토닉워터홍차;오비)카스후레쉬피쳐;오비)카스제로캔;코카콜라제로;친환경생분해쇼핑백_대
e_e000807,2305210002,1,0,3,주식회사 메이플탑,1,58.0,브렉퍼스트 샤퀴트리;덴버오믈렛
e_e000807,2305210004,2,0,3,요안나,1,7.0,
e_e000807,2305210004,2,0,3,글월,1,3.5,
e_e000807,2305210005,1,0,3,할아버지공장,1,37.0,콜드브루;아메리카노 G;바닐라라떼 F;카페라떼 F;ICE 얼그레이 밀크티
e_e000807,2305210006,2,0,3,포인트오브뷰(주),1,13.2,
e_e000807,2305210007,2,0,3,소브티 하우스,1,16.5,브라웅2 키링;아크릴키링;엽서 1500;1000미니엽서
e_e000810,2305200004,1,0,1,(주)현대백화점 더현대 서울,1,12.0,카멜커피
e_e000810,2305200005,1,0,1,스타벅스,3,11.9,T)오트콜드브루;I-T)얼그레이VTL
e_e000810,2305200006,1,0,1,탭샵바 동대문두타점,1,8.0,
e_e000810,2305200006,1,0,1,탭샵바 동대문두타점,1,39.7,연어 아보카도롤;오이스터 크림파스타;블루베리 생바질 부라타
e_e000810,2305200006,2,1,1,탭샵바,1,23.0,나헤 스마일 리슬링
e_e000810,2305210002,1,0,1,디라운지 해방,1,75.0,MANZO FUNGHI;TRUFFLE GNOCCHI
e_e000810,2305210003,1,0,1,포컬포인트,1,13.0,노르망디 크림 라떼;캘리포니아 크림 라떼
e_e000810,2305210004,2,0,1,브릭샌드서울역점,1,19.4,8EA추천세트(박스)
e_e000811,2305200006,1,0,5,버거킹,1,7.2,프렌치프라이(L);치즈스틱21;프렌치프라이(R)
e_e000811,2305210002,1,0,5,아띠오 아 나폴리,1,80.5,뻬스카토레;봉골레 에 올리오 돌리바;꽈뜨로 포르마지오;고르곤졸라
e_e000811,2305210003,1,0,5,수피아카페,1,18.9,ICE-라떼;아이스티(피치);ICE-아메리카노;수제밀크티
e_e000811,2305210003,3,1,5,수피아매표소,1,9.0,입장권
e_e000811,2305210004,1,1,5,솜사탕구입,3,2.0,
e_e000811,2305210006,1,0,5,샤브향(송내점),1,59.6,(월남)소고기샤브
e_e000812,2305200002,1,0,4,(주)본가신숙희진골막국수,1,36.0,막국수(곱);막국수(곱따);감자전
e_e000812,2305200003,3,0,4,(주)남이섬,3,0.0,입장권
e_e000812,2305200003,3,0,4,남이섬,1,39.5,입장권
e_e000812,2305200005,1,0,4,통나무집,1,37.0,숯불닭갈비(간장);공기밥;숯볶음밥
e_e000812,2305210001,1,1,4,가보자순대국,1,16.0,순대국
e_e000812,2305210002,3,0,4,엔에이치엔케이씨피(주),1,4.0,가평군 어린이 음악놀이터
e_e000812,2305210003,1,0,4,생생돈까스,1,16.0,
e_e000812,2305210005,3,0,4,가평레일파크,1,40.0,탑승권구입
e_e000812,2305210006,1,0,4,유일닭강정,1,19.0,닭강정 중
e_e000817,2305270003,1,0,3,출렁다리웰빙건강쌈밥,1,35.0,고등어.제육쌈밥;공기밥
e_e000817,2305280001,1,3,3,문지리 535,1,22.5,소금빵;앙버터 크로아상;메이플아몬드피칸;(ICE)아메리카노
e_e000817,2305280001,1,4,3,문지리 535,1,27.0,치킨시저치아바타;문지리크림파스
e_e000818,2306010002,1,0,2,은행나무이장님댁,1,19.0,
e_e000818,2306010004,1,0,2,도야족발,1,60.0,갈릭세트(중);쟁반국수;처음처럼;주먹밥;사이다
e_e000826,2305290001,1,0,3,c'est la vie 한옥카페,1,39.0,아메리카노ICE;콩파티팥빙수;자몽에이드ICE;아이스크림
e_e000826,2305290003,1,0,3,망향비빔국수,1,39.0,곱배기;보통;만두;아기국수
e_e000828,2305270003,1,2,2,별내휴게소,1,19.0,교아당플레인강정;교아당호땅강정
e_e000828,2305270003,2,4,2, 구리포천남양주 별내휴게소,1,14.0,천화
e_e000828,2305270005,1,0,2,야영식당,1,20.0,
e_e000828,2305270006,1,0,2,산정호수빵명장,1,11.5,아메리카노;까페라떼
e_e000828,2305270009,1,0,2,일동해장국,1,24.0,
e_e000828,2305270010,2,0,2,다팜 MALL,1,19.0,장화
e_e000828,2305280004,1,0,2,지장산막국수,1,28.0,
e_e000828,2305280006,3,0,2,허브아일랜드,1,24.0,입장권(주말)
e_e000828,2305280007,3,0,2,포천아트밸리,1,19.0,입장권
e_e000828,2305280008,1,0,2,명지원,1,83.0,
e_e000828,2305290001,3,0,2,산사원,1,8.0,입장권
e_e000828,2305290001,2,1,2,산사원,1,56.8,녹두전;7심술;10심술;오디아락40;군밤
e_e000828,2305290003,1,0,2,8요일키친,1,29.0,치즈돈까스;8요일함박스테이크;오렌지에이드
e_e000828,2305290004,1,0,2,스타벅스,1,9.6,T)아메리카노;바닐라 더블샷
e_e000828,2305290005,1,1,2,마장휴게소,1,15.5,(인생)닭강정(중);ICE아메리카노
e_e000830,2306030003,1,0,3,(주)밥심,1,24.0,돈까스;설렁탕
e_e000830,2306030003,1,0,3,주식회사 밥심,1,2.0,공기밥
e_e000830,2306030003,3,1,3,동일삭도(주),1,19.7,서울대공원 스카이리프트 탑승권구입
e_e000830,2306030003,3,1,3,서울대공원,1,9.0,입장권
e_e000830,2306030004,1,0,3,만나식당카페,1,9.5,아이스 아메리카노;구슬아이스크림
e_e000830,2306030005,1,0,3,오형제손짜장 다산신도시점,1,20.0,쟁반짜장2인
e_e000831,2305280003,3,0,4,시흥시청_농업기술과,1,4.0,
e_e000831,2305280004,1,0,4,투파인드피터,1,57.5,쉬림프 바질 오일 파스타;전복내장 크림 리조또;아기상어;산펠레그리노(레몬)
e_e000831,2305280005,3,0,4,시흥시청(관광과),1,15.0,
e_e000831,2305280005,1,1,4,박물관카페,1,9.7,옥수수젤라또;새우깡
e_e000838,2305270002,3,1,4,(주)플레이스엠,1,21.6,
e_e000838,2305270003,1,0,4,이케아코리아,1,42.5,연어필레 감자/레몬딜소스;로스트치킨;따뜻한 음료 특선;음료;쌀 add-an
e_e000838,2305270003,2,1,4,이케아코리아 광명점,1,17.3,프락타 N 장바구니L;봉제인형 40 강아지/골든;스파르카 봉제인형 축구공/블랙
e_e000840,2305270003,1,0,4,이마트,1,31.4,스페셜A세트(냉소바);양념목살-순두부솥밥
e_e000840,2305270003,2,1,4,이마트,1,79.2,아이시스;델몬트컷파인애플;롯데칠성6+2캔 골라;햇반컵반 불닭치킨;햇반 컵반 치킨마요덮;햇반컵반 짜장덮밥
e_e000840,2305280002,2,0,4,주식회사크래머리,1,29.0,맥주세트;에이프리컷(캔)
e_e000840,2305280003,1,0,4,가평카페109,1,20.0,뽀로로(밀크);딸기파이;와플슈페너(ICE);리얼고구마빵
e_e000841,2305210005,2,0,3,스카이이용원,5,7.0,
e_e000841,2305210009,1,0,3,조마담칼국수,1,10.0,
e_e000841,2305210009,1,0,3,조마담칼국수,1,15.0,
e_e000841,2305210010,2,0,3,(주)아성다이소,1,3.0,달고나녹차초콜릿;레인보우벨트
e_e000841,2305220002,1,0,3,수라간,1,24.0,
e_e000841,2305220003,1,0,3,행궁빙수,1,25.5,팥빙수;파인망고빙수
e_e000841,2305220004,3,1,3,수원문화재단,1,3.5,화성행궁 입장권
e_e000841,2305220005,1,0,3,테이스팅뮤지엄,1,29.7,송화버섯파스타;포모도로파스타;분보싸오
e_e000844,2305270003,2,0,3,(주)호텔롯데,1,16.5,
e_e000844,2305270005,1,0,3,금수복국,1,46.0,은복지리;은복땡초지리;복까스
e_e000844,2305270006,2,0,3,와인365,1,32.0,(V)샤또 드 깜푸제 1753 뮈스카 21
e_e000844,2305280003,1,0,3,금수복국,1,46.0,
e_e000849,2305210003,1,0,2,멜랑키친,1,25.0,치킨남방구이 정식;쭈꾸미볶음 정식;콜라
e_e000849,2305210004,1,0,2,카페오키데이,1,11.5,핸드드립커피;카야토스트set
e_e000849,2305210005,2,0,2,더주스 주식회사,1,8.9,베니즈 체리 베어 크롭 탑 옐로우
e_e000849,2305210005,2,0,2,미닝러스4,1,4.5,
e_e000849,2305210005,3,1,2,2023 메가주 일산(상),1,7.0,케이펫페어 입장권
e_e000849,2305210006,1,0,2,차우디,1,17.5,초코바나나푸딩;브루잉
e_e000850,2306030002,3,0,1,수원화성박물관,1,2.0,입장권
e_e000850,2306030003,1,0,1,용성통닭(본점),1,21.0,반반치킨;음료수
e_e000850,2306030004,1,0,1,루아즈,1,19.6,CAFE LATTE-ICE;퀸 아망;크루아상 아멍드;더블쇼콜라
e_e000850,2306030006,1,0,1,정지영커피로스터즈,1,18.5,아몬드크로아상;크로와상;Ice라떼;플랫화이트ice
e_e000850,2306030007,3,0,1,수원문화재단,1,3.0,화성행궁 입장권
e_e000852,2305200003,1,0,2,(주)이코복스커피(이천점),1,10.6,JAZZ아이스아메리카노
e_e000852,2305200004,1,0,2,논스페이스,1,14.5,논슈페너(I);자몽에이드(I)
e_e000852,2305200005,2,0,2,나이키 이천 상설매장,1,118.1,AS W NK DF ALATE TRA;AS W NSW ESSNTL RIB;SHOPPING  BAG 62
e_e000854,2305270002,2,0,5,신기먹방,1,3.5,
e_e000854,2305270002,1,1,5,고려왕족발,1,16.0,
e_e000854,2305270002,1,1,5,할매부침,1,10.0,
e_e000854,2305270004,1,0,5,정씨함박 앨리웨이 인천점,1,21.5,로제함박;정씨함박
e_e000854,2305270005,1,0,5,마라공방 앨리웨이 인천점,1,11.6,마라탕1단계;소고기;꼬치
e_e000856,2305240003,1,0,2,키다리식품(주)정안(서울방향)휴게소,1,1.2,자일리톨코팅
e_e000856,2305240004,1,0,2,(주)앙록에프앤비,1,33.8,비티디버거 세트;베버리힐즈버거 세트
e_e000856,2305240004,1,0,2,스타벅스,1,15.8,I-T)아메리카노;상큼한레몬C
e_e000856,2305240004,2,1,2,H&M신세계강남점,1,15.8,
e_e000856,2305240005,6,2,2,주식회사 인터파크,3,116.0,맹그로브 신설
e_e000856,2305240006,1,1,2,정돈(D타워성수점),1,30.0,
e_e000856,2305240006,1,3,2,LOWIDE,1,3.5,퀸아망
e_e000856,2305250001,1,2,2,글라세라떼,1,3.6,아메리카노 ICE
e_e000856,2305250002,1,1,2,장수회관,1,16.0,
e_e000856,2305250004,1,0,2,블루샥,1,8.4,바닐라 빈 라떼
e_e000856,2305250005,3,0,2,덕수궁,1,1.0,입장권
e_e000856,2305250006,1,0,2,(주)파리크라상,1,35.0,크랜베리 치킨 샌드;노르웨이안연어n아보;베이컨그뤼에르치즈S;PC)자몽에이드
e_e000856,2305260001,1,0,2,롯데월드몰 서래냉면,1,24.0,서래냉면
